Date,Nifty50,Nifty_Return,P_Crash_HMM,P_Crash_MS,P_Crash_BNN,Ensemble_Crash_Prob,Tactical_Position,Strategy_Return,Equity_Benchmark_Cum,Regime_Strategy_Cum
2016-01-29,68.09300231933594,-0.001510305992469,9.589413588989328e-107,0.0282022742692288,0.4179711148238337,0.17705924192376357,1.0,-0.001510305992469,1.0164533239135811,1.0145243272166276
2016-02-01,67.87000274658203,-0.0032749264264791,1.727751529013822e-106,0.0274849589162626,0.4425212425643463,0.18662823264643041,1.0,-0.0032749264264791,1.013124514061814,1.0112018346871199
2016-02-02,67.88200378417969,0.0001768238855457,5.063417578585982e-107,0.0276719044394385,0.4202012156041276,0.17776565279545453,1.0,0.0001768238855457,1.013303658674932,1.0113806393246003
2016-02-03,67.98600006103516,0.0015320154246787,2.1678121140308189e-106,0.0353478322509398,0.35076050240439477,0.15267594224958683,1.0,0.0015320154246787,1.0148560555099053,1.012930090064267
2016-02-04,67.927001953125,-0.0008677978974669,1.5478586179455147e-106,0.0533209370273762,0.5413910025934279,0.23521872899695284,1.0,-0.0008677978974669,1.0139753655587023,1.0120510714618283
2016-02-05,67.56400299072266,-0.005343956776612,9.137381913383008e-106,0.0975339735147804,0.08947604056029987,0.06992730695429308,1.0,-0.005343956776612,1.008556725032607,1.0066427142802123
2016-02-08,67.802001953125,0.0035225704793575,7.325293578282916e-106,0.1169828590871919,0.42227871258777294,0.20985548571562634,1.0,0.0035225704793575,1.0121094371789645,1.0101886841887961
2016-02-09,68.07599639892578,0.0040410966919561,3.843706699779762e-105,0.1413666531034385,0.22072691669660602,0.13776909526484588,1.0,0.0040410966919561,1.016199469277446,1.0142709543387232
2016-02-10,67.9280014038086,-0.0021739673739027,1.0562084713125149e-104,0.1654038598735448,0.7078291475954829,0.3410230099939338,1.0,-0.0021739673739027,1.0139902847858597,1.0120659623756936
2016-02-11,67.89299774169922,-0.0005153053436872,6.652882817436149e-104,0.2127101063719081,0.7159011289591546,0.36080898881382967,1.0,-0.0005153053436872,1.0134677701736627,1.0115444393771176
2016-02-12,68.4739990234375,0.0085576024194529,2.9011972736974696e-103,0.3268863169201381,0.07566651043710851,0.14467681509689173,1.0,0.0085576024194529,1.0221406244157385,1.0202008345189153
2016-02-15,68.11100006103516,-0.0053012671609569,4.1800766748531253e-103,0.3106285193166098,0.18587068414772873,0.1830682554199049,1.0,-0.0053012671609569,1.0167219838896433,1.0147924773372994
2016-02-16,68.13700103759766,0.0003817441608433,2.6036903243977297e-103,0.2741955364002254,0.5297099189120965,0.30785240530491753,1.0,0.0003817441608433,1.0171101115701942,1.0151798684399906
2016-02-17,68.50599670410156,0.0054154961457768,4.115516191178265e-103,0.265233432606215,0.1428488805343334,0.14997125362590863,1.0,0.0054154961457768,1.0226182674592332,1.0206775711047977
2016-02-18,68.35600280761719,-0.0021895002437851,6.894825792809328e-103,0.236115483310203,0.6704910727100775,0.3508368482426021,1.0,-0.0021895002437851,1.0203792445133322,1.0184427973140378
2016-02-19,68.56600189208984,0.0030721381568152,1.1862193113065834e-102,0.2244387117753815,0.49798577148202555,0.27774785771419375,1.0,0.0030721381568152,1.0235139905248238,1.0215715942922
2016-02-22,68.53800201416016,-0.0004083638706797,2.179184122254873e-102,0.2154446734625648,0.6515011103197369,0.33600607983979247,1.0,-0.0004083638706797,1.0230960243899583,1.0211544213617783
2016-02-23,68.5739974975586,0.0005251901476643,5.2976125534742845e-102,0.2307639059341168,0.7356800549090473,0.37503938904055983,1.0,0.0005251901476643,1.0236333443420824,1.0216907216031215
2016-02-24,68.60299682617188,0.0004228910326296,1.2857695355980518e-101,0.2817173250104337,0.558680735994402,0.32207335815141264,1.0,0.0004228910326296,1.0240662297041054,1.0221227854474082
2016-02-25,68.3759994506836,-0.003308855093655,5.492409594712817e-101,0.4305770874473418,0.2815037118572571,0.26330346534947247,1.0,-0.003308855093655,1.020677742943709,1.0187407292624397
2016-02-26,68.7969970703125,0.0061570963936337,1.7044489121890709e-100,0.5750473945073218,0.23762509359935524,0.29631662551730475,1.0,0.0061570963936337,1.02696215419385,1.0250132141326294
2016-02-29,68.7300033569336,-0.0009737883371629,2.65721927223271e-100,0.623888917149918,0.468248434089384,0.4056604946382249,1.0,-0.0009737883371629,1.0259621104253884,1.0240150682192692
2016-03-01,68.21800231933594,-0.007449454569916,6.430103552079406e-100,0.7400068416984218,0.027750074885920455,0.27010242454881583,1.0,-0.007449454569916,1.0183192522933193,1.0163867144896603
2016-03-02,67.74600219726562,-0.0069189965408372,7.525469202679894e-100,0.7506757282871492,0.16311107973075312,0.3279809367928035,1.0,-0.0069189965408372,1.011273504909234,1.0093543383279535
2016-03-03,67.38800048828125,-0.0052844698930267,3.556556349472529e-100,0.7218739479462639,0.17853036429377525,0.32406802749870245,1.0,-0.0052844698930267,1.0059294605189257,1.0040204357156637
2016-03-04,67.14299774169922,-0.0036357028670799,4.713644483918674e-101,0.6697388668603884,0.23009678981082923,0.3264473193254676,1.0,-0.0036357028670799,1.0022721998952369,1.0003701157389253
2016-03-08,67.0459976196289,0.0017331139089231,2.262048621867652e-101,0.6280972787190652,0.3928374819124918,0.37696904031666956,1.0,0.0017331139089231,1.0040092517854022,1.0021038711005836
2016-03-09,67.35700225830078,0.0046386756810792,1.4913811551103632e-101,0.6132554733899406,0.32894078547896677,0.3462157298780659,1.0,0.0046386756810792,1.0086665250852378,1.0067523059573733
2016-03-10,67.1449966430664,-0.0031474918438527,1.3868259470147828e-101,0.5912558668216183,0.24941625025117517,0.3067060534880365,1.0,-0.0031474918438527,1.0054917554243648,1.0035835612855926
2016-03-11,67.30899810791016,0.0024424971783907,1.0203625198041166e-101,0.5806600979910744,0.7057561302509126,0.48553348639724103,0.2,0.0024424971783907,1.0079476661998839,1.0060348113023119
2016-03-14,66.91300201416016,-0.0058832563978316,1.2226731258927156e-101,0.5852190248581259,0.027934649531961387,0.21600051851312863,1.0,-0.00117665127956632,1.002017651644034,1.0048510591543047
2016-03-15,67.17400360107422,0.0039006109284833,1.2766486399508363e-101,0.5657186054254646,0.30216508165107653,0.3188675445593432,1.0,0.0039006109284833,1.00592613264657,1.0087705921771402
2016-03-16,67.35900115966797,0.0027540052501915,1.3315631903586168e-101,0.5490854291187733,0.6240281789893858,0.44179117178732497,1.0,0.0027540052501915,1.0086964584971836,1.0115487516842347
2016-03-17,66.83000183105469,-0.0078534319022833,1.8460905658408494e-101,0.545981317971661,0.010442196372187466,0.19527033983895636,1.0,-0.0078534319022833,1.0007747295503016,1.003604622447043
2016-03-18,66.61199951171875,-0.0032620426958396,1.4598486440053702e-101,0.4176641089471133,0.23079639873061444,0.23850099762373544,1.0,-0.0032620426958396,0.9975101596535911,1.0003308213188786
2016-03-21,66.3759994506836,-0.0035429061244984,1.1655466635295888e-101,0.3246274390467644,0.21284142605448192,0.19875617408816032,1.0,-0.0035429061244984,0.9939760747997051,0.9967867431255035
2016-03-22,66.5199966430664,0.0021694165598185,1.1110420134780587e-101,0.2503078283662339,0.6498810385502549,0.3475601553482839,1.0,0.0021694165598185,0.9961324229564389,0.9989491887926476
2016-03-23,66.76399993896484,0.0036681194860503,1.1312704154392832e-101,0.2109284204245073,0.4694975196573128,0.2616239550115027,1.0,0.0036681194860503,0.999786355707772,1.0026134537776321
2016-03-28,66.90699768066406,0.0,9.991497985596922e-102,0.1753812938708562,0.37306794647037267,0.21061063144294873,1.0,0.0,0.999786355707772,1.0026134537776321
2016-03-29,66.90699768066406,0.0,7.970831296981066e-102,0.1657459468678304,0.41304833903865146,0.22323041701920124,1.0,0.0,0.999786355707772,1.0026134537776321
2016-03-30,66.36799621582031,-0.0080559804434255,1.1960984404893556e-101,0.1751853383873162,0.08794850294452598,0.09649426961337107,1.0,-0.0080559804434255,0.9917320963785865,0.9945364194016842
2016-03-31,66.36799621582031,0.0,7.883086731615888e-102,0.0960401644996146,0.3350062296589952,0.16761654943846319,1.0,0.0,0.9917320963785865,0.9945364194016842
2016-04-01,66.24800109863281,-0.0018080268205972,4.928877243100891e-102,0.0627859551040191,0.6535595173472093,0.28339889122529044,1.0,-0.0018080268205972,0.9899390181494869,0.9927382708813453
2016-04-04,66.35800170898438,0.0016604366701991,4.2544936491565984e-102,0.0465691811650883,0.40838320686291,0.17965249615294493,1.0,0.0016604366701991,0.9915827491964833,0.9943866499102267
2016-04-05,66.13300323486328,-0.0033906758541016,3.614902667419457e-102,0.0401864778580119,0.28031306112145704,0.126190491698887,1.0,-0.0033906758541016,0.9882206135114391,0.9910150071067352
2016-04-06,66.46800231933594,0.0050655356340456,3.1445381915101277e-102,0.0355241028654431,0.18583266514195887,0.08676650205968864,1.0,0.0050655356340456,0.9932264802434797,0.9960350289391083
2016-04-07,66.53299713134766,0.0009778360977279,1.795893974870255e-102,0.0237296120229539,0.45912432324303215,0.19195509350524675,1.0,0.0009778360977279,0.994197692949081,0.9970089879450065
2016-04-08,66.77899932861328,0.0036974464983137,9.543852458513589e-103,0.019545985542417,0.27995281060665256,0.11882221918250697,1.0,0.0036974464983137,0.9978736857275071,1.000695375336271
2016-04-11,66.54399871826172,-0.0035190795416856,4.714482529564614e-103,0.0151598281658925,0.33346417827006897,0.13869161116608997,1.0,-0.0035190795416856,0.994362088854877,0.9971738487134658
2016-04-12,66.29000091552734,-0.0038169903766944,1.6283030788657238e-103,0.0111122477187112,0.35141133732287244,0.1444538216306979,1.0,-0.0038169903766944,0.9905666183307682,0.9933676457290352
2016-04-13,66.31500244140625,0.0003771538019854,4.6255036713743444e-104,0.0061138157265403,0.5108024951589648,0.20646083356787506,1.0,0.0003771538019854,0.9909402142969915,0.9937422981133913
2016-04-18,66.65299987792969,0.000240089441045,1.192183337312791e-104,0.0042916131313262,0.383718520076571,0.15498947262659257,1.0,0.000240089441045,0.9911781285791511,0.9939808851462881
2016-04-20,66.22200012207031,-0.0028158302276101,4.366960329474877e-105,0.0042666066343488,0.38482491369293076,0.15542327779919438,1.0,-0.0028158302276101,0.9883871392437519,0.9911820037242266
2016-04-21,66.2040023803711,-0.0002717788901881,8.435908901832423e-106,0.0040153359085599,0.5464167843322821,0.21997208130090884,1.0,-0.0002717788901881,0.988118516483972,0.9909126213792799
2016-04-22,66.51200103759766,0.00465226642125,3.5731890710215653e-106,0.0053581591808622,0.16953594414765405,0.0696897333723634,1.0,0.00465226642125,0.9927155070784258,0.9955226108941156
2016-04-25,66.65299987792969,0.0021199007417072,2.2135222936870034e-106,0.0039875575984175,0.6505810079007704,0.26162804831975434,1.0,0.0021199007417072,0.9948199654181856,0.9976330200153364
2016-04-26,66.70500183105469,0.0007801892370971,1.3813773507082404e-106,0.0032841667696322,0.6068180879072529,0.24387669353227245,1.0,0.0007801892370971,0.9955961132480542,0.9984113625601251
2016-04-27,66.45700073242188,-0.0037178785971841,1.3257115167838384e-106,0.0036984167809745,0.3329280633039939,0.13446567119493863,1.0,-0.0037178785971841,0.9918946077671695,0.9946993903240774
2016-04-28,66.3550033569336,-0.0015347875222199,8.820186516630157e-107,0.0025645964477194,0.4613577065174758,0.18544069136369212,1.0,-0.0015347875222199,0.9903722602998113,0.9931727381114482
2016-04-29,66.43800354003906,0.00125085040926,4.3135349377349536e-107,0.0019365281536842,0.320266736761862,0.12878447955853428,1.0,0.00125085040926,0.9916110678469272,0.994415048637381
2016-05-02,66.41799926757812,-0.000301096833063,2.689796912941218e-107,0.0017052587487998,0.5369629437304555,0.21538201805426213,1.0,-0.000301096833063,0.9913124968947683,0.994115633415486
2016-05-03,66.37100219726562,-0.0007075953932782,2.075419074118296e-107,0.0020289623661223,0.6508338886755626,0.2610436922983678,1.0,-0.0007075953932782,0.9906110487386665,0.9934122017728954
2016-05-04,66.59200286865234,0.0033297775243752,1.9722295609492704e-107,0.0031577425148344,0.4249370823106648,0.17108004280445796,1.0,0.0033297775243752,0.9939095631441542,0.9967200433947989
2016-05-05,66.62000274658203,0.0004204690762179,1.364922980852805e-107,0.0017609185525407,0.5534135171564384,0.2219817283559646,1.0,0.0004204690762179,0.9943274713800136,0.997139133350693
2016-05-06,66.60199737548828,-0.0002702697440923,1.0450528510359449e-107,0.0013488480331361,0.5141030108452319,0.2061133011496904,1.0,-0.0002702697440923,0.9940587347487798,0.9968696368122979
2016-05-09,66.59400177001953,-0.000120050535777,7.825486169136448e-108,0.0013518171183269,0.3177779368249889,0.12758431072140997,1.0,-0.000120050535777,0.9939393974650794,0.9967499620782987
2016-05-10,66.72100067138672,0.0019070621676375,7.95349430778381e-108,0.0018208285672152,0.5532735284353457,0.22194670137266362,1.0,0.0019070621676375,0.9958349016869096,0.9986508262215724
2016-05-11,66.66600036621094,-0.0008243327381534,7.185139507094234e-108,0.0018050486899589,0.5652259585301275,0.22672215045353664,1.0,-0.0008243327381534,0.9950140023756533,0.997827605651534
2016-05-12,66.59100341796875,-0.0011249654671078,7.033768526294335e-108,0.002362759538411,0.4200175246570019,0.16883397570124462,1.0,-0.0011249654671078,0.9938946459836919,0.9967050840530491
2016-05-13,66.7509994506836,0.0024026673950323,6.2220525822017345e-108,0.0036396623983519,0.7380677154085297,0.29650096800283504,1.0,0.0024026673950323,0.9962826442436942,0.9990998348609664
2016-05-16,66.9000015258789,0.0022322074039564,6.53661837048846e-108,0.0035853964370269,0.6836659100624923,0.2747212527779564,1.0,0.0022322074039564,0.9985065537386083,1.0013300329096348
2016-05-17,66.875,-0.0003737148775584,9.77063470744057e-108,0.0035082053307453,0.5721818532653029,0.23010061317188202,1.0,-0.0003737148775584,0.9981333969841366,1.0009558209789904
2016-05-18,66.86799621582031,-0.0001047294830607,1.5367410981887862e-107,0.0051309307127456,0.3354554872553625,0.13597802065160597,1.0,-0.0001047294830607,0.9980288629894448,1.0008509913932926
2016-05-19,67.16000366210938,0.004366923832241,1.5555848650730167e-107,0.0114196223199628,0.17283819118867866,0.07313214428745844,1.0,0.004366923832241,1.0023871790164978,1.00522163144013
2016-05-20,67.47699737548828,0.0047199776071147,1.0106741667927817e-107,0.0116634070885493,0.14631968686807964,0.06261006722822411,1.0,0.0047199776071147,1.0071184240551145,1.009966255030715
2016-05-23,67.4229965209961,-0.0008002853800931,8.260866510660147e-108,0.0085956871430182,0.6414680060444233,0.2595956929178257,1.0,-0.0008002853800931,1.0063124419043208,1.0091579938024264
2016-05-24,67.447998046875,0.0003708160000144,1.5443172142196454e-107,0.0085188148191577,0.6105426246025125,0.2471986350277102,1.0,0.0003708160000144,1.0066855986587926,1.009532205733071
2016-05-25,67.6510009765625,0.0030097695345445,3.7550457026722814e-107,0.0117350480537658,0.4870163196598358,0.19891379468275236,1.0,0.0030097695345445,1.0097154903045007,1.012570665010028
2016-05-26,67.30400085449219,-0.0051292681122416,4.311385542124368e-107,0.0154982458976712,0.16886955278141177,0.07297220717674964,1.0,-0.0051292681122416,1.0045363888376455,1.0073769185866008
2016-05-27,66.9540023803711,-0.0052002625353249,2.813847521264549e-107,0.0146238888797534,0.09299745523031974,0.04231734320004159,1.0,-0.0052002625353249,0.9993125358894025,1.002138294137924
2016-05-30,67.02400207519531,0.0010454893260383,1.3874723222580466e-107,0.008487523661496,0.26785380105742657,0.11011215370449423,1.0,0.0010454893260383,1.0003573064790512,1.0031860190276594
2016-05-31,67.13300323486328,0.0016263003743894,1.475509790595114e-107,0.0060465644914114,0.35022841653898196,0.1422076641875868,1.0,0.0016263003743894,1.0019841879411013,1.0048175008259863
2016-06-01,67.23100280761719,0.0014597823429864,1.5258923038332796e-107,0.0053162991952399,0.25135205290402257,0.102401525879943,1.0,0.0014597823429864,1.0034468667666094,1.006284315671616
2016-06-02,67.4260025024414,0.0029004430497967,3.3695855653908417e-107,0.0060676652768297,0.5381236594068624,0.21737314660963536,1.0,0.0029004430497967,1.006357307257163,1.0092029860211251
2016-06-03,67.29199981689453,-0.0019874036806797,4.52131624121182e-107,0.0069223315516469,0.6335541314822984,0.2558444686359958,1.0,-0.0019874036806797,1.0043572690406413,1.0071972922921537
2016-06-06,66.99199676513672,-0.0044582276135964,5.554464216767362e-107,0.0094018638245159,0.21677163353514453,0.08999930575263838,1.0,-0.0044582276135964,0.999879615729888,1.0027069775113173
2016-06-07,66.8010025024414,-0.0028510011929471,6.178474938314844e-107,0.0096020258218881,0.5157781770263256,0.20967197984819108,1.0,-0.0028510011929471,0.9970289577526387,0.9998482587222561
2016-06-08,66.76300048828125,-0.0005688838900099,7.744145633382087e-107,0.0106416415358967,0.7306285538630902,0.29597599608279995,1.0,-0.0005688838900099,0.9964617640406999,0.9992794611554147
2016-06-09,66.51000213623047,-0.0037894994263355,1.2221298341711823e-106,0.0156257628651991,0.2622730718468458,0.110378245741558,1.0,-0.0037894994263355,0.9926856727575023,0.9954926922106173
2016-06-10,66.74099731445312,0.0034730893219565,1.3384846815645415e-106,0.0199914326601123,0.45192639283628483,0.18776755856555327,1.0,0.0034730893219565,0.9961333587676157,0.9989501272500197
2016-06-13,66.94499969482422,0.0030566276888241,1.306918609395769e-106,0.0249856230751757,0.45660175867025776,0.19138567154441463,1.0,0.0030566276888241,0.9991781675737862,1.0020035458687266
2016-06-14,67.15399932861328,0.0031219603367214,1.7338236311710384e-106,0.0324023778432363,0.28809559730001344,0.12657907116513809,1.0,0.0031219603367214,1.0022975621822696,1.005131761196183
2016-06-15,67.2979965209961,0.0021442831971656,2.081707683197245e-106,0.042953823570405,0.7122268916595429,0.29992459491345896,1.0,0.0021442831971656,1.0044467720034171,1.0072870483426535
2016-06-16,67.072998046875,-0.0033433160829816,2.2295945651710523e-106,0.0634383452562114,0.35259440614081283,0.16324118329599913,1.0,-0.0033433160829816,1.0010885889560792,1.0039193693537505
2016-06-17,67.30699920654297,0.0034887535443761,2.5804954863037577e-106,0.0902420707359196,0.3015549367875298,0.15220669947258378,1.0,0.0034887535443761,1.0045811403190343,1.0074217966118513
2016-06-20,67.06600189208984,-0.0035805683999309,9.165510970306766e-106,0.1234952104670578,0.30104990897193185,0.16364328725224297,1.0,-0.0035805683999309,1.0009841688328414,1.0038146539615012
2016-06-21,67.12999725341797,0.0009542146471037,1.5417086166015235e-105,0.1641334370885456,0.40885324715262944,0.22098800184204276,1.0,0.0009542146471037,1.0019393225882607,1.0047725086072887
2016-06-22,67.60600280761719,0.0070908025275537,8.384388632995204e-105,0.2575470138640738,0.025779070379635255,0.10045308300427992,1.0,0.0070908025275537,1.009043876469325,1.0118971520509379
2016-06-23,67.4219970703125,-0.0027217366751929,1.805590959977808e-104,0.2675681216759513,0.4989982600206501,0.293248146594843,1.0,-0.0027217366751929,1.0062975247438597,1.0091430344606775
2016-06-24,67.24199676513672,-0.0026697563554527,1.4616236259924545e-104,0.2908671890667903,0.4850565419271691,0.29582613294424426,1.0,-0.0026697563554527,1.0036109555316983,1.0064488684308652
2016-06-27,67.87699890136719,0.0094435347963923,8.106052475438943e-104,0.3333705221647695,0.02170802845291674,0.125362894138836,1.0,0.0094435347963923,1.0130885905123026,1.0159533033406818
2016-06-28,67.9209976196289,0.0006482124869082,7.94467215606782e-104,0.2111836182394432,0.7560436831746945,0.37633173965368294,1.0,0.0006482124869082,1.013745287187017,1.016611856958023
2016-06-29,67.70500183105469,-0.0031801032985975,2.928559522362061e-104,0.1581782602006073,0.33438391382204224,0.18911595659902944,1.0,-0.0031801032985975,1.0105214724552958,1.0133789262383173
2016-06-30,67.41600036621094,-0.0042685393549637,4.551682954466506e-104,0.1206752072247782,0.19050101544921963,0.11843672870836022,1.0,-0.0042685393549637,1.0062080217810845,1.0090532784101782
2016-07-01,67.5009994506836,0.0012608147029034,3.2073976895218045e-104,0.0796159320982311,0.2851953849934408,0.14194373023175721,1.0,0.0012608147029034,1.0074766636491255,1.0103255076196107
2016-07-04,67.18199920654297,-0.0047258595685488,2.8468561819853215e-104,0.061432296788332,0.23209750217642236,0.11434030474648516,1.0,-0.0047258595685488,1.0027154704181296,1.0055508511520777
2016-07-05,67.23699951171875,0.0008186762201982,2.227127357803385e-104,0.0335812388448351,0.4710241755050504,0.20016310379771243,1.0,0.0008186762201982,1.0035363697293858,1.006374071722116
2016-07-07,67.4010009765625,-0.0003707994683208,1.943427338683527e-104,0.0220412523015208,0.5272486275634509,0.21861388933091266,1.0,-0.0003707994683208,1.0031642589770495,1.0060009087513895
2016-07-08,67.49700164794922,0.0014243211524425,2.2597638672280703e-104,0.0185161182077251,0.3196177812321917,0.1343277538655805,1.0,0.0014243211524425,1.004593087050485,1.0074337771251005
2016-07-11,67.13200378417969,-0.0054076159660141,3.8719444459002574e-104,0.019467899711584,0.15997905253831413,0.07080538591438006,1.0,-0.0054076159660141,0.9991606334336033,1.001985962147217
2016-07-12,67.1449966430664,0.0001935419495071,2.7445827893951785e-104,0.0132517025379889,0.3616479047453666,0.14929725778644276,1.0,0.0001935419495071,0.9993540129304689,1.0021798884637096
2016-07-13,66.87000274658203,-0.0040955232740006,2.2154093059509865e-104,0.0118266061496987,0.26914968469391004,0.11179918602995857,1.0,-0.0040955232740006,0.9952611353115463,0.9980754374057712
2016-07-14,67.00599670410156,0.0020337064742603,2.0586089382379564e-104,0.0088874445161434,0.6344759330747072,0.2569009788105331,1.0,0.0020337064742603,0.9972852043260091,1.0001052298846236
2016-07-15,66.83799743652344,-0.0025072273504117,1.2777067370517765e-104,0.0079220724886303,0.49438217216926394,0.2005255942387262,1.0,-0.0025072273504117,0.9947847835855621,0.9975977386989672
2016-07-18,67.13300323486328,0.0044137438231899,9.885669591339637e-105,0.008033268184134,0.22448205138635174,0.0926044644189876,1.0,0.0044137438231899,0.9991755087795162,1.002000879556178
2016-07-19,67.13899993896484,8.932572375153214e-05,4.6640832383053036e-105,0.0035964539149641,0.3437456643723106,0.13875702461916167,1.0,8.932572375153214e-05,0.9992647608549927,1.002090384009944
2016-07-20,67.20600128173828,0.0009979496691094,1.4456950465965768e-105,0.0023108651584477,0.44937396400301066,0.18055838840666097,1.0,0.0009979496691094,1.0002619767924408,1.0030904197770845
2016-07-21,67.16400146484375,-0.0006249414649512,5.855480921206541e-106,0.0019017707853895,0.7014088207440243,0.28122914807249605,1.0,-0.0006249414649512,0.9996368716073292,1.0024635469806704
2016-07-22,67.15399932861328,-0.0001489210888618,4.3194586388953847e-106,0.0021648810864881,0.38478805965077095,0.15467293224057924,1.0,-0.0001489210888618,0.999488004595943,1.0023142590177099
2016-07-25,67.14600372314453,-0.0001190637273831,1.3674974253919537e-106,0.0037279434660258,0.3520383323230546,0.1421201131423309,1.0,-0.0001190637273831,0.9993690018286411,1.002194919746022
2016-07-26,67.40499877929688,0.0038571924134194,6.335391742080623e-107,0.0100381171108007,0.3075479472633203,0.12653251989410838,1.0,0.0038571924134194,1.003223760360701,1.0060605783872338
2016-07-27,67.28399658203125,-0.0017951516869219,3.2562660033832856e-107,0.0093189844380649,0.5482004015455785,0.2225418051715541,1.0,-0.0017951516869219,1.0014228215349295,1.0042545470427964
2016-07-28,67.06300354003906,-0.0032844814995904,4.817052561632098e-107,0.0107540671445731,0.40590321817013697,0.16612521076865538,1.0,-0.0032844814995904,0.9981336668043304,1.0009560915621547
2016-07-29,67.00700378417969,-0.0008350320281426,3.601320248020632e-107,0.0124100146889992,0.48975285779733313,0.20024464826008298,1.0,-0.0008350320281426,0.9973001932241813,1.0001202611669358
2016-08-01,66.64800262451172,-0.0053576662049278,3.915019464491687e-107,0.0185151790141479,0.07628495807997521,0.03699429588694185,1.0,-0.0053576662049278,0.9919569916827761,0.994761950642818
2016-08-02,66.7509994506836,0.001545385039551,1.764660138945363e-107,0.0087048539444461,0.337126502046796,0.13789729969927456,1.0,0.001545385039551,0.9934899471776006,0.996299240879256
2016-08-03,66.6760025024414,-0.0011235329636913,1.4870503752305277e-107,0.0036490132045951,0.40201949981740326,0.1620849545485696,1.0,-0.0011235329636913,0.9923737284728507,0.9951798658404276
2016-08-04,66.76000213623047,0.0012598180850147,1.403132310141199e-107,0.0017833783923712,0.2857896129784927,0.11494002762872702,1.0,0.0012598180850147,0.9936239388430743,0.9964336114332559
2016-08-05,66.84100341796875,0.0012133205384414,1.0834476984096062e-107,0.0008939822587555,0.34160633420965203,0.13695542747442524,1.0,0.0012133205384414,0.9948295231755597,0.9976426047992013
2016-08-08,66.83499908447266,-8.983009214491577e-05,7.877983363250781e-108,0.0003614192841419,0.3178806724556133,0.127278765731695,1.0,-8.983009214491577e-05,0.9947401575478244,0.9975529864720845
2016-08-09,66.79399871826172,-0.0006134565238657,7.173114983180193e-108,0.0002296939896997,0.7318393758472536,0.2928161432352963,1.0,-0.0006134565238657,0.9941299277086255,0.9969410310846315
2016-08-10,66.78299713134766,-0.0001647092122821,5.882851806280565e-108,0.0001981428886934,0.3759183871548667,0.15043670487298938,1.0,-0.0001647092122821,0.9939661853513266,0.9967768257127099
2016-08-11,66.75800323486328,-0.0003742553877181,5.722568672696343e-108,0.00028418264998,0.5744190982975699,0.22986710324652096,1.0,-0.0003742553877181,0.9935941881512493,0.9964037766153344
2016-08-16,66.86489868164062,-0.0005186651010917,5.324894652767881e-108,0.000565893832165,0.6530421705241551,0.2614149310509198,1.0,-0.0005186651010917,0.9930788455212077,0.9958869767498081
2016-08-17,66.85769653320312,-0.0001077119472174,4.749422320025033e-108,0.0013321521538416,0.30018997917611456,0.12054224492429039,1.0,-0.0001077119472174,0.9929718790650163,0.9957797078243339
2016-08-18,66.90550231933594,0.0007150378881071,1.1392167531228836e-107,0.0041607866549636,0.7810956141630226,0.3138945209944463,1.0,0.0007150378881071,0.9936818915803727,0.9964917280436365
